Date,Nasdaq Change %,Nasdaq Trend,S&P500 Change %,S&P500 Trend,DJI Change %,DJI Trend,VIX Change %,VIX Trend
4/1/2011,0.6600,1,0.50,1,0.46,1,-1.92,0
4/4/2011,0.0000,0,0.03,1,0.19,1,0.57,1
4/5/2011,1.1500,1,-0.02,0,-0.05,0,-1.43,0
4/6/2011,0.1500,1,0.22,1,0.27,1,-2.03,0
4/7/2011,-0.8800,0,-0.15,0,-0.14,0,1.24,1
4/8/2011,0.0700,1,-0.40,0,-0.24,0,4.44,1
4/11/2011,-0.5200,0,-0.28,0,0.01,1,-7.16,0
4/12/2011,-0.0800,0,-0.78,0,-0.95,0,3.01,1
4/13/2011,0.1000,1,0.02,1,0.06,1,-0.99,0
4/14/2011,0.1000,1,0.01,1,0.12,1,-3.84,0
4/15/2011,0.3000,1,0.39,1,0.46,1,-5.84,0
4/18/2011,-0.4800,0,-1.10,0,-1.14,0,10.70,1
4/19/2011,0.0900,1,0.57,1,0.53,1,-6.66,0
4/20/2011,0.3400,1,1.35,1,1.52,1,-4.80,0
4/21/2011,1.1300,1,0.53,1,0.42,1,-2.52,0
4/25/2011,-0.5900,0,-0.16,0,-0.21,0,7.35,1
4/26/2011,0.0700,1,0.90,1,0.93,1,-0.95,0
4/27/2011,0.2800,1,0.62,1,0.76,1,-1.73,0
4/28/2011,-0.9300,0,0.36,1,0.57,1,-4.76,0
4/29/2011,0.1000,1,0.23,1,0.37,1,0.89,1
5/2/2011,0.9500,1,-0.18,0,-0.02,0,8.41,1
5/3/2011,1.0500,1,-0.34,0,0.00,0,4.44,1
5/4/2011,0.3000,1,-0.69,0,-0.66,0,2.28,1
5/5/2011,0.2800,1,-0.91,0,-1.10,0,6.56,1
5/6/2011,-0.0900,0,0.38,1,0.43,1,1.10,1
5/9/2011,-0.1100,0,0.45,1,0.36,1,-6.74,0
5/10/2011,-0.3000,0,0.81,1,0.60,1,-7.28,0
5/11/2011,1.3600,1,-1.11,0,-1.02,0,6.54,1
5/12/2011,-0.0500,0,0.49,1,0.52,1,-5.43,0
5/13/2011,-0.0900,0,-0.81,0,-0.79,0,6.49,1
5/16/2011,-1.9400,0,-0.62,0,-0.38,0,6.85,1
5/17/2011,0.1900,1,-0.04,0,-0.55,0,-3.78,0
5/18/2011,-0.1100,0,0.88,1,0.65,1,-7.52,0
5/19/2011,1.3400,1,0.22,1,0.36,1,-4.37,0
5/20/2011,0.6400,1,-0.77,0,-0.74,0,12.31,1
5/23/2011,-2.1300,0,-1.19,0,-1.05,0,4.82,1
5/24/2011,-0.2800,0,-0.08,0,-0.20,0,-2.46,0
5/25/2011,-0.2100,0,0.32,1,0.31,1,-4.21,0
5/26/2011,0.5100,1,0.40,1,0.07,1,-5.74,0
5/27/2011,0.1800,1,0.41,1,0.31,1,-0.68,0
5/31/2011,-0.3500,0,1.06,1,1.03,1,-3.32,0
6/1/2011,0.0000,0,-2.28,0,-2.22,0,18.45,1
6/2/2011,0.2300,1,-0.12,0,-0.34,0,-1.15,0
6/3/2011,-0.4200,0,-0.97,0,-0.79,0,-0.77,0
6/6/2011,-0.1200,0,-1.08,0,-0.50,0,3.01,1
6/7/2011,-0.6300,0,-0.10,0,-0.16,0,-2.27,0
6/8/2011,0.1600,1,-0.42,0,-0.18,0,3.98,1
6/9/2011,0.0200,1,0.74,1,0.63,1,-5.43,0
6/10/2011,0.3600,1,-1.40,0,-1.42,0,6.13,1
6/13/2011,-0.0400,0,0.07,1,0.01,1,3.98,1
6/14/2011,0.0800,1,1.26,1,1.03,1,-6.88,0
6/15/2011,0.6400,1,-1.74,0,-1.48,0,16.76,1
6/16/2011,0.4700,1,0.18,1,0.54,1,6.61,1
6/17/2011,0.0300,1,0.30,1,0.36,1,-3.87,0
6/20/2011,0.6100,1,0.54,1,0.63,1,-8.51,0
6/21/2011,0.2100,1,1.34,1,0.91,1,-5.65,0
6/22/2011,1.1000,1,-0.65,0,-0.66,0,-1.80,0
6/23/2011,0.2700,1,-0.28,0,-0.49,0,4.16,1
6/24/2011,0.3800,1,-1.17,0,-0.96,0,9.38,1
6/27/2011,1.0400,1,0.92,1,0.91,1,-2.56,0
6/28/2011,-1.0000,0,1.29,1,1.21,1,-6.76,0
6/29/2011,0.6700,1,0.83,1,0.60,1,-9.91,0
6/30/2011,-0.4900,0,1.01,1,1.25,1,-4.34,0
7/1/2011,-0.0600,0,1.44,1,1.36,1,-3.93,0
7/5/2011,-1.4400,0,-0.13,0,-0.10,0,1.20,1
7/6/2011,1.4300,1,0.10,1,0.45,1,1.74,1
7/7/2011,-1.6100,0,1.05,1,0.74,1,-2.39,0
7/8/2011,-0.2900,0,-0.70,0,-0.49,0,0.00,0
7/11/2011,0.4600,1,-1.81,0,-1.20,0,15.30,1
7/12/2011,0.0400,1,-0.44,0,-0.47,0,8.05,1
7/13/2011,0.7400,1,0.31,1,0.36,1,0.20,1
7/14/2011,-0.8200,0,-0.67,0,-0.44,0,4.47,1
7/15/2011,1.4200,1,0.56,1,0.34,1,-6.11,0
7/18/2011,-0.2200,0,-0.81,0,-0.76,0,7.27,1
7/19/2011,-0.4700,0,1.63,1,1.63,1,-8.31,0
7/20/2011,-0.4100,0,-0.07,0,-0.12,0,-0.62,0
7/21/2011,0.7300,1,1.35,1,1.21,1,-8.01,0
7/22/2011,-0.5200,0,0.09,1,-0.34,0,-0.23,0
7/25/2011,-1.8000,0,-0.56,0,-0.70,0,10.45,1
7/26/2011,0.3900,1,-0.41,0,-0.73,0,4.55,1
7/27/2011,0.3600,1,-2.03,0,-1.59,0,13.59,1
7/28/2011,-0.3300,0,-0.32,0,-0.51,0,3.31,1
7/29/2011,-0.1600,0,-0.65,0,-0.79,0,6.36,1
8/1/2011,0.9400,1,-0.41,0,-0.09,0,-6.30,0
8/2/2011,0.7800,1,-2.56,0,-2.19,0,4.78,1
8/3/2011,-0.0800,0,0.50,1,0.25,1,-5.69,0
8/4/2011,-0.1100,0,-4.78,0,-4.31,0,35.41,1
8/5/2011,0.0800,1,-0.06,0,0.54,1,1.07,1
8/8/2011,0.6900,1,-6.66,0,-5.55,0,50.00,1
8/9/2011,0.4000,1,4.74,1,3.98,1,-26.96,0
8/10/2011,0.0800,1,-4.42,0,-4.62,0,22.62,1
8/11/2011,0.8200,1,4.63,1,3.95,1,-9.28,0
8/12/2011,0.4700,1,0.53,1,1.13,1,-6.77,0
8/15/2011,0.7300,1,2.18,1,1.90,1,-12.35,0
8/16/2011,-2.5700,0,-0.97,0,-0.67,0,3.07,1
8/17/2011,0.3300,1,0.09,1,0.04,1,-3.87,0
8/18/2011,0.4600,1,-4.46,0,-3.68,0,35.12,1
8/19/2011,0.0900,1,-1.50,0,-1.57,0,0.89,1
8/22/2011,-0.2200,0,0.03,1,0.34,1,-1.42,0
8/23/2011,0.1400,1,3.43,1,2.97,1,-14.54,0
8/24/2011,0.2900,1,1.31,1,1.29,1,-1.02,0
8/25/2011,0.0300,1,-1.56,0,-1.51,0,10.75,1
8/26/2011,0.4200,1,1.51,1,1.21,1,-10.49,0
8/29/2011,0.0500,1,2.83,1,2.26,1,-9.30,0
8/30/2011,-0.3700,0,0.23,1,0.18,1,1.89,1
8/31/2011,0.0600,1,0.49,1,0.46,1,-3.86,0
9/1/2011,0.7300,1,-1.19,0,-1.03,0,0.63,1
9/2/2011,-0.0200,0,-2.53,0,-2.20,0,6.60,1
9/6/2011,0.3900,1,-0.74,0,-0.90,0,9.08,1
9/7/2011,0.0000,0,2.86,1,2.47,1,-9.78,0
9/8/2011,0.7000,1,-1.06,0,-1.04,0,2.82,1
9/9/2011,1.2400,1,-2.67,0,-2.69,0,12.24,1
9/12/2011,-0.1100,0,0.70,1,0.63,1,0.18,1
9/13/2011,0.9200,1,0.91,1,0.40,1,-4.35,0
9/14/2011,0.2300,1,1.35,1,1.27,1,-6.26,0
9/15/2011,-0.1200,0,1.72,1,1.66,1,-7.60,0
9/16/2011,0.8900,1,0.57,1,0.66,1,-3.10,0
9/19/2011,-0.5300,0,-0.98,0,-0.94,0,5.65,1
9/20/2011,-0.5200,0,-0.17,0,0.07,1,0.40,1
9/21/2011,-0.2400,0,-2.94,0,-2.49,0,13.57,1
9/22/2011,0.0500,1,-3.19,0,-3.51,0,10.80,1
9/23/2011,-0.0200,0,0.61,1,0.35,1,-0.24,0
9/26/2011,0.2500,1,2.33,1,2.53,1,-5.41,0
9/27/2011,-0.5800,0,1.07,1,1.33,1,-3.36,0
9/28/2011,0.0700,1,-2.07,0,-1.61,0,8.94,1
9/29/2011,-0.2900,0,0.81,1,1.30,1,-5.45,0
9/30/2011,-0.0400,0,-2.50,0,-2.16,0,10.61,1
10/3/2011,0.2800,1,-2.85,0,-2.36,0,5.80,1
10/4/2011,0.3800,1,2.25,1,1.44,1,-10.19,0
10/5/2011,0.6000,1,1.79,1,1.21,1,-7.37,0
10/6/2011,0.2000,1,1.83,1,1.68,1,-4.07,0
10/7/2011,0.1900,1,-0.82,0,-0.18,0,-0.19,0
10/10/2011,-0.0700,0,3.41,1,2.97,1,-8.78,0
10/11/2011,0.4800,1,0.05,1,-0.15,0,-0.48,0
10/12/2011,-1.8300,0,0.98,1,0.90,1,-4.87,0
10/13/2011,0.0100,1,-0.30,0,-0.35,0,-1.79,0
10/14/2011,0.0000,0,1.74,1,1.45,1,-8.01,0
10/17/2011,0.0100,1,-1.94,0,-2.13,0,18.24,1
10/18/2011,0.7400,1,2.04,1,1.58,1,-5.48,0
10/19/2011,-0.3200,0,-1.26,0,-0.63,0,9.13,1
10/20/2011,0.2400,1,0.46,1,0.32,1,0.99,1
10/21/2011,0.3900,1,1.88,1,2.31,1,-9.95,0
10/24/2011,0.0200,1,1.29,1,0.89,1,-6.58,0
10/25/2011,0.0600,1,-2.00,0,-1.74,0,10.12,1
10/26/2011,-0.2600,0,1.05,1,1.39,1,-7.32,0
10/27/2011,-0.3700,0,3.43,1,2.86,1,-14.74,0
10/28/2011,0.1600,1,0.04,1,0.18,1,-3.65,0
10/31/2011,-0.7300,0,-2.47,0,-2.26,0,22.14,1
11/1/2011,1.3500,1,-2.79,0,-2.48,0,16.05,1
11/2/2011,-0.6200,0,1.61,1,1.53,1,-5.84,0
11/3/2011,0.2800,1,1.88,1,1.76,1,-6.84,0
11/4/2011,0.1700,1,-0.63,0,-0.51,0,-1.11,0
11/7/2011,-0.4300,0,0.63,1,0.71,1,-1.03,0
11/8/2011,-0.0900,0,1.17,1,0.84,1,-7.94,0
11/9/2011,0.4700,1,-3.67,0,-3.20,0,31.59,1
11/10/2011,0.4100,1,0.86,1,0.96,1,-9.26,0
11/11/2011,-0.0800,0,1.95,1,2.19,1,-8.44,0
11/14/2011,0.6400,1,-0.96,0,-0.61,0,3.63,1
11/15/2011,0.3200,1,0.48,1,0.14,1,0.29,1
11/16/2011,0.5200,1,-1.66,0,-1.58,0,7.34,1
11/17/2011,0.3300,1,-1.68,0,-1.13,0,2.98,1
11/18/2011,0.5800,1,-0.04,0,0.22,1,-7.27,0
11/21/2011,0.1500,1,-1.86,0,-2.11,0,2.84,1
11/22/2011,0.1900,1,-0.41,0,-0.46,0,-2.86,0
11/23/2011,-0.0600,0,-2.21,0,-2.05,0,6.29,1
11/25/2011,0.5400,1,-0.27,0,-0.23,0,1.44,1
11/28/2011,-0.1100,0,2.92,1,2.59,1,-6.79,0
11/29/2011,0.5000,1,0.22,1,0.28,1,-4.64,0
11/30/2011,0.0200,1,4.33,1,4.24,1,-9.27,0
12/1/2011,-0.8300,0,-0.19,0,-0.21,0,-1.40,0
12/2/2011,0.1000,1,-0.02,0,-0.01,0,0.40,1
12/5/2011,-0.0200,0,1.03,1,0.65,1,1.16,1
12/6/2011,0.9900,1,0.11,1,0.43,1,1.04,1
12/7/2011,0.8600,1,0.20,1,0.38,1,1.92,1
12/8/2011,-0.0400,0,-2.11,0,-1.63,0,6.70,1
12/9/2011,0.2800,1,1.69,1,1.55,1,-13.76,0
12/12/2011,-0.2800,0,-1.49,0,-1.34,0,-2.69,0
12/13/2011,0.3100,1,-0.87,0,-0.55,0,-1.01,0
12/14/2011,-0.6300,0,-1.13,0,-1.10,0,2.48,1
12/15/2011,0.4800,1,0.32,1,0.38,1,-3.57,0
12/16/2011,-0.2900,0,0.32,1,-0.02,0,-3.27,0
12/19/2011,0.2100,1,-1.17,0,-0.84,0,2.59,1
12/20/2011,0.3600,1,2.98,1,2.87,1,-6.82,0
12/21/2011,0.1900,1,0.19,1,0.03,1,-7.71,0
12/22/2011,0.6000,1,0.83,1,0.51,1,-1.26,0
12/23/2011,0.2000,1,0.90,1,1.02,1,-2.03,0
12/27/2011,0.8800,1,0.01,1,-0.02,0,5.69,1
12/28/2011,0.8500,1,-1.25,0,-1.14,0,7.35,1
12/29/2011,-0.9000,0,1.07,1,1.12,1,-3.70,0
12/30/2011,-0.1200,0,-0.43,0,-0.57,0,3.31,1
1/3/2012,-0.8900,0,1.55,1,1.47,1,-1.84,0
1/4/2012,0.4500,1,0.02,1,0.17,1,-3.27,0
1/5/2012,0.2800,1,0.29,1,-0.02,0,-3.33,0
1/6/2012,-0.4400,0,-0.25,0,-0.45,0,-3.96,0
1/9/2012,-0.2300,0,0.23,1,0.27,1,2.13,1
1/10/2012,0.4900,1,0.89,1,0.56,1,-1.80,0
1/11/2012,0.3700,1,0.03,1,-0.10,0,1.74,1
1/12/2012,-0.3600,0,0.23,1,0.17,1,-2.76,0
1/13/2012,0.3700,1,-0.49,0,-0.39,0,2.15,1
1/17/2012,-0.5000,0,0.36,1,0.48,1,6.17,1
1/18/2012,0.9500,1,1.11,1,0.78,1,-5.90,0
1/19/2012,-0.5900,0,0.49,1,0.36,1,-4.88,0
1/20/2012,0.5000,1,0.07,1,0.76,1,-8.00,0
1/23/2012,0.4400,1,0.05,1,-0.09,0,2.13,1
1/24/2012,1.1400,1,-0.10,0,-0.26,0,1.29,1
1/25/2012,0.4500,1,0.87,1,0.64,1,-3.17,0
1/26/2012,1.0100,1,-0.57,0,-0.18,0,1.42,1
1/27/2012,0.0900,1,-0.16,0,-0.58,0,-0.22,0
1/30/2012,-1.3600,0,-0.25,0,-0.05,0,4.70,1
1/31/2012,-1.0500,0,-0.05,0,-0.16,0,0.21,1
2/1/2012,0.2100,1,0.89,1,0.66,1,-4.58,0
2/2/2012,-0.5600,0,0.11,1,-0.09,0,-3.07,0
2/3/2012,0.3400,1,1.46,1,1.23,1,-4.89,0
2/6/2012,-0.1100,0,-0.04,0,-0.13,0,3.86,1
2/7/2012,0.3300,1,0.20,1,0.26,1,-0.62,0
2/8/2012,0.8900,1,0.22,1,0.04,1,2.89,1
2/9/2012,-0.2300,0,0.15,1,0.05,1,2.59,1
2/10/2012,0.7400,1,-0.69,0,-0.69,0,11.59,1
2/13/2012,0.3600,1,0.68,1,0.57,1,-8.42,0
2/14/2012,1.1000,1,-0.09,0,0.03,1,2.63,1
2/15/2012,-0.3600,0,-0.54,0,-0.76,0,8.19,1
2/16/2012,0.5400,1,1.10,1,0.96,1,-9.08,0
2/17/2012,-0.8000,0,0.23,1,0.35,1,-7.49,0
2/21/2012,1.1100,1,0.07,1,0.12,1,2.31,1
2/22/2012,0.5300,1,-0.33,0,-0.21,0,0.00,0
2/23/2012,2.3700,1,0.43,1,0.36,1,-7.64,0
2/24/2012,-0.2400,0,0.17,1,-0.01,0,3.04,1
2/27/2012,-0.9200,0,0.14,1,-0.01,0,5.08,1
2/28/2012,-0.9300,0,0.34,1,0.18,1,-1.26,0
2/29/2012,-0.6900,0,-0.47,0,-0.41,0,2.62,1
3/1/2012,-0.0200,0,0.62,1,0.22,1,-6.35,0
3/2/2012,-0.5000,0,-0.32,0,-0.02,0,0.17,1
3/5/2012,-0.6500,0,-0.39,0,-0.11,0,4.40,1
3/6/2012,-0.6300,0,-1.54,0,-1.57,0,15.62,1
3/7/2012,-0.5000,0,0.69,1,0.61,1,-8.62,0
3/8/2012,1.0000,1,0.98,1,0.55,1,-5.87,0
3/9/2012,0.3000,1,0.36,1,0.11,1,-4.68,0
3/12/2012,-0.0900,0,0.02,1,0.29,1,-8.59,0
3/13/2012,0.0500,1,1.81,1,1.68,1,-5.37,0
3/14/2012,0.8500,1,-0.12,0,0.12,1,3.45,1
3/15/2012,-0.2800,0,0.60,1,0.44,1,0.72,1
3/16/2012,0.0200,1,0.11,1,-0.15,0,-6.16,0
3/19/2012,-0.4900,0,0.40,1,0.05,1,3.94,1
3/20/2012,-0.1500,0,-0.30,0,-0.52,0,3.59,1
3/21/2012,-1.5400,0,-0.19,0,-0.35,0,-2.89,0
3/22/2012,0.6900,1,-0.72,0,-0.60,0,2.91,1
3/23/2012,-0.2700,0,0.31,1,0.27,1,-4.82,0
3/26/2012,-0.1700,0,1.39,1,1.23,1,-3.78,0
3/27/2012,0.5000,1,-0.28,0,-0.33,0,9.33,1
3/28/2012,-0.2100,0,-0.49,0,-0.54,0,-0.77,0
3/29/2012,-0.2100,0,-0.16,0,0.15,1,0.06,1
3/30/2012,0.8100,1,0.37,1,0.50,1,0.13,1
4/2/2012,-0.9300,0,0.75,1,0.40,1,0.90,1
4/3/2012,0.2400,1,-0.40,0,-0.49,0,0.13,1
4/4/2012,0.9200,1,-1.02,0,-0.95,0,4.98,1
4/5/2012,-0.9100,0,-0.06,0,-0.11,0,1.58,1
4/9/2012,-0.6300,0,-1.14,0,-1.00,0,12.63,1
4/10/2012,0.8400,1,-1.71,0,-1.65,0,8.40,1
4/11/2012,1.0300,1,0.74,1,0.70,1,-1.81,0
4/12/2012,0.1200,1,1.38,1,1.41,1,-14.09,0
4/13/2012,-0.1800,0,-1.25,0,-1.05,0,13.66,1
4/16/2012,-0.1000,0,-0.05,0,0.56,1,0.00,0
4/17/2012,1.4700,1,1.55,1,1.50,1,-5.58,0
4/18/2012,0.3600,1,-0.41,0,-0.63,0,0.98,1
4/19/2012,-1.0900,0,-0.59,0,-0.53,0,-1.50,0
4/20/2012,1.6800,1,0.12,1,0.50,1,-5.01,0
4/23/2012,-2.5400,0,-0.84,0,-0.78,0,8.77,1
4/24/2012,-0.4600,0,0.37,1,0.58,1,-4.59,0
4/25/2012,0.1500,1,1.36,1,0.69,1,-7.07,0
4/26/2012,0.5000,1,0.67,1,0.87,1,-3.45,0
4/27/2012,0.4300,1,0.24,1,0.18,1,0.49,1
4/30/2012,0.2700,1,-0.39,0,-0.11,0,5.09,1
5/1/2012,-0.1900,0,0.57,1,0.50,1,-3.21,0
5/2/2012,-0.1800,0,-0.25,0,-0.08,0,1.69,1
5/3/2012,0.2600,1,-0.77,0,-0.47,0,4.03,1
5/4/2012,0.1300,1,-1.61,0,-1.27,0,9.11,1
5/7/2012,-0.1100,0,0.04,1,-0.23,0,-1.15,0
5/8/2012,-0.8100,0,-0.43,0,-0.59,0,0.58,1
5/9/2012,0.3000,1,-0.67,0,-0.75,0,5.41,1
5/10/2012,0.1200,1,0.25,1,0.16,1,-6.23,0
5/11/2012,-0.0300,0,-0.34,0,-0.27,0,5.63,1
5/14/2012,0.2200,1,-1.11,0,-0.98,0,9.95,1
5/15/2012,0.0300,1,-0.57,0,-0.50,0,0.46,1
5/16/2012,-0.6600,0,-0.44,0,-0.26,0,1.37,1
5/17/2012,0.5600,1,-1.51,0,-1.24,0,9.97,1
5/18/2012,0.0900,1,-0.74,0,-0.59,0,2.49,1
5/21/2012,0.4600,1,1.60,1,1.09,1,-12.31,0
5/22/2012,-0.4000,0,0.05,1,-0.01,0,2.14,1
5/23/2012,0.2400,1,0.17,1,-0.05,0,-0.67,0
5/24/2012,-0.1500,0,0.14,1,0.27,1,-3.54,0
5/25/2012,1.0600,1,-0.22,0,-0.60,0,1.02,1
5/29/2012,0.1300,1,1.11,1,1.01,1,-3.35,0
5/30/2012,0.4300,1,-1.43,0,-1.28,0,14.79,1
5/31/2012,-0.9000,0,-0.23,0,-0.21,0,-0.33,0
6/1/2012,0.4300,1,-2.46,0,-2.22,0,10.81,1
6/4/2012,0.1400,1,0.01,1,-0.14,0,-2.03,0
6/5/2012,0.3000,1,0.57,1,0.22,1,-5.51,0
6/6/2012,0.5800,1,2.30,1,2.37,1,-10.21,0
6/7/2012,0.2400,1,-0.01,0,0.37,1,-1.99,0
6/8/2012,-0.0500,0,0.81,1,0.75,1,-2.26,0
6/11/2012,0.5200,1,-1.26,0,-1.14,0,10.98,1
6/12/2012,-0.3100,0,1.17,1,1.31,1,-6.24,0
6/13/2012,1.0600,1,-0.70,0,-0.62,0,9.87,1
6/14/2012,-0.3800,0,1.08,1,1.24,1,-10.67,0
6/15/2012,0.5200,1,1.03,1,0.91,1,-2.63,0
6/18/2012,-0.0900,0,0.14,1,-0.20,0,-13.22,0
6/19/2012,0.5700,1,0.98,1,0.75,1,0.33,1
6/20/2012,-0.3400,0,-0.17,0,-0.10,0,-6.20,0
6/21/2012,0.6900,1,-2.23,0,-1.96,0,16.47,1
6/22/2012,0.6400,1,0.72,1,0.53,1,-9.81,0
6/25/2012,1.6400,1,-1.60,0,-1.09,0,12.53,1
6/26/2012,0.3600,1,0.48,1,0.26,1,-3.24,0
6/27/2012,0.7500,1,0.90,1,0.74,1,-1.37,0
6/28/2012,-0.8200,0,-0.21,0,-0.20,0,1.34,1
6/29/2012,0.4100,1,2.49,1,2.20,1,-13.34,0
7/2/2012,1.3300,1,0.25,1,-0.07,0,-1.99,0
7/3/2012,1.8600,1,0.62,1,0.56,1,-0.48,0
7/5/2012,2.1200,1,-0.47,0,-0.36,0,5.04,1
7/6/2012,-2.4100,0,-0.94,0,-0.96,0,-2.29,0
7/9/2012,-4.1200,0,-0.16,0,-0.28,0,5.15,1
7/10/2012,1.5900,1,-0.81,0,-0.65,0,4.12,1
7/11/2012,-0.2200,0,0.00,0,-0.38,0,-4.11,0
7/12/2012,0.1400,1,-0.50,0,-0.25,0,2.12,1
7/13/2012,0.7700,1,1.65,1,1.62,1,-8.67,0
7/16/2012,-0.9200,0,-0.23,0,-0.39,0,2.21,1
7/17/2012,0.2100,1,0.74,1,0.62,1,-3.68,0
7/18/2012,-0.1800,0,0.67,1,0.81,1,-1.94,0
7/19/2012,-0.1000,0,0.27,1,0.27,1,-4.39,0
7/20/2012,-0.9400,0,-1.01,0,-0.93,0,5.31,1
7/23/2012,-1.2900,0,-0.89,0,-0.79,0,14.44,1
7/24/2012,-0.3200,0,-0.90,0,-0.82,0,9.94,1
7/25/2012,0.2600,1,-0.03,0,0.47,1,-5.52,0
7/26/2012,-0.1400,0,1.65,1,1.67,1,-9.36,0
7/27/2012,0.5300,1,1.91,1,1.46,1,-4.73,0
7/30/2012,-0.5800,0,-0.05,0,-0.02,0,7.96,1
7/31/2012,0.3900,1,-0.43,0,-0.49,0,4.99,1
8/1/2012,0.0800,1,-0.30,0,-0.29,0,0.16,1
8/2/2012,0.2900,1,-0.74,0,-0.71,0,-7.33,0
8/3/2012,0.6500,1,1.90,1,1.69,1,-10.98,0
8/6/2012,0.1400,1,0.23,1,0.16,1,1.98,1
8/7/2012,0.7000,1,0.51,1,0.39,1,0.25,1
8/8/2012,2.0000,1,0.06,1,0.05,1,-4.19,0
8/9/2012,-0.0800,0,0.04,1,-0.08,0,-0.26,0
8/10/2012,1.2100,1,0.22,1,0.32,1,-3.53,0
8/13/2012,-0.5600,0,-0.13,0,-0.29,0,-7.06,0
8/14/2012,0.5000,1,-0.01,0,0.02,1,8.39,1
8/15/2012,-1.2500,0,0.11,1,-0.06,0,-1.48,0
8/16/2012,1.2200,1,0.71,1,0.65,1,-2.32,0
8/17/2012,-0.4100,0,0.19,1,0.19,1,-5.88,0
8/20/2012,-0.4900,0,0.00,0,-0.03,0,4.24,1
8/21/2012,-1.0200,0,-0.35,0,-0.51,0,7.13,1
8/22/2012,1.2600,1,0.02,1,-0.23,0,0.60,1
8/23/2012,0.3000,1,-0.81,0,-0.88,0,5.63,1
8/24/2012,0.4000,1,0.65,1,0.77,1,-4.89,0
8/27/2012,-0.1800,0,-0.05,0,-0.25,0,7.71,1
8/28/2012,-0.7900,0,-0.08,0,-0.17,0,0.86,1
8/29/2012,-1.1300,0,0.08,1,0.03,1,3.46,1
8/30/2012,0.8800,1,-0.78,0,-0.81,0,4.51,1
8/31/2012,-0.6200,0,0.51,1,0.69,1,-2.02,0
9/4/2012,-1.1900,0,-0.12,0,-0.42,0,2.92,1
9/5/2012,-0.5100,0,-0.11,0,0.09,1,-1.33,0
9/6/2012,-0.1500,0,2.04,1,1.87,1,-12.06,0
9/7/2012,-0.2100,0,0.40,1,0.11,1,-7.82,0
9/10/2012,-0.8000,0,-0.61,0,-0.39,0,13.21,1
9/11/2012,-0.0500,0,0.31,1,0.52,1,0.80,1
9/12/2012,0.1600,1,0.21,1,0.07,1,-3.72,0
9/13/2012,-0.4000,0,1.63,1,1.55,1,-11.08,0
9/14/2012,0.4400,1,0.40,1,0.40,1,3.27,1
9/17/2012,-0.1600,0,-0.31,0,-0.30,0,0.55,1
9/18/2012,-0.0300,0,-0.13,0,0.09,1,-2.81,0
9/19/2012,1.5500,1,0.12,1,0.10,1,-2.12,0
9/20/2012,0.8000,1,-0.05,0,0.14,1,1.37,1
9/21/2012,-0.3600,0,-0.01,0,-0.13,0,-0.64,0
9/24/2012,0.0500,1,-0.22,0,-0.15,0,1.22,1
9/25/2012,-1.4700,0,-1.05,0,-0.75,0,9.05,1
9/26/2012,1.5900,1,-0.57,0,-0.33,0,8.94,1
9/27/2012,-0.9800,0,0.96,1,0.54,1,-11.72,0
9/28/2012,-0.4600,0,-0.45,0,-0.36,0,6.00,1
10/1/2012,0.9200,1,0.27,1,0.58,1,3.75,1
10/2/2012,0.0100,1,0.09,1,-0.24,0,-3.74,0
10/3/2012,0.4700,1,0.36,1,0.09,1,-1.78,0
10/4/2012,1.6700,1,0.72,1,0.60,1,-5.70,0
10/5/2012,-0.1400,0,-0.03,0,0.26,1,-1.51,0
10/8/2012,0.1000,1,-0.35,0,-0.19,0,5.44,1
10/9/2012,-1.1000,0,-0.99,0,-0.81,0,8.34,1
10/10/2012,0.2700,1,-0.62,0,-0.95,0,-0.49,0
10/11/2012,0.2800,1,0.02,1,-0.14,0,-4.30,0
10/12/2012,0.4300,1,-0.30,0,0.02,1,3.53,1
10/15/2012,0.2300,1,0.81,1,0.72,1,-5.39,0
10/16/2012,0.7500,1,1.03,1,0.95,1,-0.33,0
10/17/2012,-0.4500,0,0.41,1,0.04,1,-0.99,0
10/18/2012,0.0400,1,-0.24,0,-0.06,0,-0.27,0
10/19/2012,1.8500,1,-1.66,0,-1.52,0,13.51,1
10/22/2012,-0.2600,0,0.04,1,0.02,1,-2.58,0
10/23/2012,0.5500,1,-1.44,0,-1.82,0,13.30,1
10/24/2012,-1.2600,0,-0.31,0,-0.19,0,-2.66,0
10/25/2012,-0.1900,0,0.30,1,0.20,1,-1.15,0
10/26/2012,0.2000,1,-0.07,0,0.03,1,-1.71,0
10/31/2012,0.0900,1,0.02,1,-0.08,0,4.44,1
11/1/2012,0.2900,1,1.09,1,1.04,1,-10.27,0
11/2/2012,2.8900,1,-0.94,0,-1.05,0,5.39,1
11/5/2012,-0.7100,0,0.22,1,0.15,1,4.72,1
11/6/2012,0.1800,1,0.79,1,1.02,1,-4.56,0
11/7/2012,0.8700,1,-2.37,0,-2.36,0,8.53,1
11/8/2012,0.8700,1,-1.22,0,-0.94,0,-3.09,0
11/9/2012,-1.4700,0,0.17,1,0.03,1,0.65,1
11/12/2012,1.4700,1,0.01,1,0.00,0,-10.37,0
11/13/2012,0.3800,1,-0.40,0,-0.46,0,-0.18,0
11/14/2012,-1.0300,0,-1.39,0,-1.45,0,7.63,1
11/15/2012,2.2100,1,-0.16,0,-0.23,0,0.39,1
11/16/2012,2.2700,1,0.48,1,0.37,1,-8.78,0
